Group No;Group Name;Name;Sub Name;Repeater Call Sign;Gateway Call Sign;Frequency;Dup;Offset;Mode;TONE;Repeater Tone;RPT1USE;Position;Latitude;Longitude;UTC Offset;
48;Poland;JablowoPaluckie;JO82WW;SR2UVV B;SR2UVV G;439,362500;DUP-;7,600000;DV;OFF;;Yes;Approximate;52,910000;17,830000;+1:00;439,36250000
48;Poland;Szubin;JO83VA;SR2VV;;439,137500;DUP-;7,600000;FM;TONE;74,4Hz;Yes;Approximate;53,010000;17,760000;+1:00;439,13750000
48;Poland;Szubin;JO83VA;SR2VV  B;SR2VV  G;145,587500;DUP-;0,600000;DV;OFF;;Yes;Approximate;53,010000;17,760000;+1:00;145,58750000
48;Poland;Szubin;JO83VA;SR2VVV;;439,337500;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,010000;17,760000;+1:00;439,33750000
48;Poland;Szubin;JO83VA;SR2VVV B;SR2VVV G;438,812500;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,010000;17,760000;+1:00;438,81250000
48;Poland;Wloclawek;JO92MP;SR2WL;;439,025000;DUP-;7,600000;FM;TONE;82,5Hz;Yes;Approximate;52,660000;19,040000;+1:00;439,02500000
48;Poland;GdyniaOksywie;JO94GN;SR2Z;;145,650000;DUP-;0,600000;FM;TONE;94,8Hz;Yes;Approximate;54,540000;18,530000;+1:00;145,65000000
48;Poland;OstrowWielkopolski;JO81VP;SR3DOS;;438,287500;DUP-;7,600000;DV;OFF;;Yes;Approximate;51,650000;17,790000;+1:00;438,28750000
48;Poland;GorzowWielkopolski;JO72OR;SR3G;;145,750000;DUP-;0,600000;FM;TONE;77,0Hz;Yes;Approximate;52,730000;15,210000;+1:00;145,75000000
48;Poland;GorzowWielkopolski;JO72OR;SR3GO;;439,175000;DUP-;7,600000;FM;TONE;77,0Hz;Yes;Approximate;52,730000;15,210000;+1:00;439,17500000
48;Poland;GorzowWielkopolski;JO72PR;SR3GW;;438,950000;DUP-;7,600000;FM;TONE;77,0Hz;Yes;Approximate;52,740000;15,270000;+1:00;438,95000000
48;Poland;Jarocin;JO81RX;SR3JA;;438,975000;DUP-;7,600000;FM;TONE;110,9Hz;Yes;Approximate;51,960000;17,490000;+1:00;438,97500000
48;Poland;Kalisz;JO91AS;SR3K;;145,750000;DUP-;0,600000;FM;OFF;;Yes;Approximate;51,760000;18,080000;+1:00;145,75000000
48;Poland;Kolo;JO92HF;SR3KH;;438,800000;DUP-;7,600000;FM;OFF;;Yes;Approximate;52,200000;18,620000;+1:00;438,80000000
48;Poland;Leszno;JO81HU;SR3L;;145,775000;DUP-;0,600000;FM;TONE;103,5Hz;Yes;Approximate;51,840000;16,590000;+1:00;145,77500000
48;Poland;Leszno;JO81HU;SR3LS;;439,275000;DUP-;7,600000;FM;TONE;103,5Hz;Yes;Approximate;51,840000;16,590000;+1:00;439,27500000
48;Poland;Leszno;JO81HU;SR3MDW;;439,225000;DUP-;7,600000;FM;TONE;103,5Hz;Yes;Approximate;51,840000;16,590000;+1:00;439,22500000
48;Poland;Pila;JO83ID;SR3N;;145,687500;DUP-;0,600000;FM;TONE;110,9Hz;Yes;Approximate;53,140000;16,710000;+1:00;145,68750000
48;Poland;OstrowWielkopolski;JO81VP;SR3O;;145,725000;DUP-;0,600000;FM;TONE;103,5Hz;Yes;Approximate;51,640000;17,810000;+1:00;145,72500000
48;Poland;PoznanDebiec;JO82KI;SR3P;;145,650000;DUP-;0,600000;FM;TONE;110,9Hz;Yes;Approximate;52,370000;16,900000;+1:00;145,65000000
48;Poland;Pobiedziska;JO82PL;SR3PB;;438,875000;DUP-;7,600000;FM;TONE;110,9Hz;Yes;Approximate;52,470000;17,270000;+1:00;438,87500000
48;Poland;Pila;JO83ID;SR3PI;;439,050000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;;;+1:00;439,05000000
48;Poland;Poznan;JO82LJ;SR3PO;;439,200000;DUP-;7,600000;FM;TONE;110,9Hz;Yes;Approximate;52,400000;16,920000;+1:00;439,20000000
48;Poland;Slomowo;JO82LQ;SR3PX;;438,900000;DUP-;7,600000;FM;TONE;110,9Hz;Yes;Approximate;52,680000;16,940000;+1:00;438,90000000
48;Poland;Swiebodzin;JO72RF;SR3SN;;439,100000;DUP-;7,600000;FM;TONE;100,0Hz;Yes;Approximate;52,240000;15,490000;+1:00;439,10000000
48;Poland;Malanow;JO91EX;SR3T;;145,637500;DUP-;0,600000;FM;TONE;110,9Hz;Yes;Approximate;51,960000;18,410000;+1:00;145,63750000
48;Poland;Leszno;JO81HU;SR3UVL;;439,237500;DUP-;7,600000;DV;OFF;;Yes;Approximate;51,840000;16,590000;+1:00;439,23750000
48;Poland;Wolsztyn;JO82BC;SR3WT;;439,325000;DUP-;7,600000;FM;TONE;110,9Hz;Yes;Approximate;52,110000;16,110000;+1:00;439,32500000
48;Poland;Poznan;JO82KL;SR3X;;145,762500;DUP-;0,600000;FM;TONE;110,9Hz;Yes;Approximate;52,450000;16,900000;+1:00;145,76250000
48;Poland;PoznanSrem;JO82LC;SR3XXX;;438,700000;DUP-;7,600000;FM;TONE;110,9Hz;Yes;Approximate;52,110000;16,980000;+1:00;438,70000000
48;Poland;ZielonaGora;JO71SW;SR3Z;;145,712500;DUP-;0,600000;FM;TONE;71,9Hz;Yes;Approximate;51,930000;15,520000;+1:00;145,71250000
48;Poland;ZielonaGora;JO71RW;SR3ZG;;439,075000;DUP-;7,600000;FM;TONE;203,5Hz;Yes;Approximate;51,920000;15,480000;+1:00;439,07500000
48;Poland;Jemiolow;JO72PI;SR3ZJ;;438,750000;DUP-;7,600000;FM;TONE;79,7Hz;Yes;Approximate;52,340000;15,270000;+1:00;438,75000000
48;Poland;ZielonaGora;JO71SW;SR3ZX;;439,350000;DUP-;7,600000;DV;OFF;;Yes;Approximate;51,930000;15,520000;+1:00;439,35000000
48;Poland;Juchnowiec;KO13NA;SR4BI;;438,462500;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,010000;23,130000;+1:00;438,46250000
48;Poland;Bialystok;KO13ND;SR4BS;;439,025000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,130000;23,130000;+1:00;439,02500000
48;Poland;Milki;KO03WW;SR4D;;145,787500;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;53,930000;21,840000;+1:00;145,78750000
48;Poland;GoraDylewska;JO93XN;SR4DGT;;438,575000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,540000;19,940000;+1:00;438,57500000
48;Poland;Podlesna;KO03FW;SR4DM;;438,300000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,930000;20,490000;+1:00;438,30000000
48;Poland;GoraDylewska;JO93XN;SR4J;;145,625000;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;53,540000;19,940000;+1:00;145,62500000
48;Poland;Lomza;KO13BD;SR4LO;;439,100000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,150000;22,090000;+1:00;439,10000000
48;Poland;LUBAWA;JO93VL;SR4LU;;439,375000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;;;+1:00;439,37500000
48;Poland;Milki;KO03WW;SR4MI;;438,750000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,930000;21,840000;+1:00;438,75000000
48;Poland;SR4MO;JO93XV;SR4MO;;438,450000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,910000;19,920000;+1:00;438,45000000
48;Poland;Mragowo;KO03PU;SR4MR;;439,150000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,860000;21,290000;+1:00;439,15000000
48;Poland;Mragowo;KO03PU;SR4MWO;;438,150000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,860000;21,280000;+1:00;438,15000000
48;Poland;Olsztyn;KO03GS;SR4O;;145,725000;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;53,770000;20,510000;+1:00;145,72500000
48;Poland;Olsztyn;KO03FS;SR4ON;;438,675000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,770000;20,490000;+1:00;438,67500000
48;Poland;Ostroda;JO93XQ;SR4OS;;438,400000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,690000;19,960000;+1:00;438,40000000
48;Poland;Paslek;JO94TB;SR4PAS;;439,000000;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;54,050000;19,650000;+1:00;439,00000000
48;Poland;Bialystok;KO13OD;SR4RS;;145,700000;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;53,130000;23,170000;+1:00;145,70000000
48;Poland;Sokolka;KO13RJ;SR4S;;145,575000;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;53,400000;23,480000;+1:00;145,57500000
48;Poland;Sokolka;KO13RJ;SR4SA;;439,375000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,400000;23,480000;+1:00;439,37500000
48;Poland;Szczytno;KO03MN;SR4SN;;438,875000;DUP-;7,600000;DV;TONE;67,0Hz;Yes;Approximate;53,560000;21,000000;+1:00;438,87500000
48;Poland;Jeleniewo;KO14KE;SR4SU;;438,800000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;54,190000;22,870000;+1:00;438,80000000
48;Poland;Suwalki;KO14LC;SR4SUU;;438,900000;DUP-;7,600000;FM;OFF;;Yes;Approximate;54,090000;22,920000;+1:00;438,90000000
48;Poland;Bialystok;KO13ND;SR4UBI;;439,425000;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,130000;23,130000;+1:00;439,42500000
48;Poland;Giby;KO14QA;SR4UG;;438,775000;DUP-;7,600000;DV;OFF;;Yes;Approximate;;;+1:00;438,77500000
48;Poland;GoraDylewska;JO93XN;SR4UVD;;439,512500;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,540000;19,940000;+1:00;439,51250000
48;Poland;Paslek;JO94TB;SR4UVE;;438,600000;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;54,040000;19,620000;+1:00;438,60000000
48;Poland;Milki;KO03WW;SR4UVM;;439,487500;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,930000;21,840000;+1:00;439,48750000
48;Poland;Olsztyn;KO03FS;SR4UVN;;439,462500;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,770000;20,490000;+1:00;439,46250000
48;Poland;Juchnowiec;KO13NA;SR4X;;145,600000;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;53,010000;23,130000;+1:00;145,60000000
48;Poland;Ciechanow;KO02HV;SR5CI;;438,437500;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,880000;20,600000;+1:00;438,43750000
48;Poland;Garwolin;KO01TV;SR5FWG;;438,250000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;51,900000;21,610000;+1:00;438,25000000
48;Poland;GrodziskMazowiecki;KO02HC;SR5GM;;439,225000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;;;+1:00;439,22500000
48;Poland;Zamczysko;KO02GH;SR5KPN;;438,200000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,290000;20,530000;+1:00;438,20000000
48;Poland;MinskMazowiecki;KO02SE;SR5MM;;438,950000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,170000;21,550000;+1:00;438,95000000
48;Poland;NowyDworMazowiecki;KO02IK;SR5ND;;439,425000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,440000;20,700000;+1:00;439,42500000
48;Poland;Cybulin;KO02AL;SR5NRD;;438,975000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,480000;20,060000;+1:00;438,97500000
48;Poland;Ostroleka;KO03SB;SR5O;;145,675000;DUP-;0,600000;FM;TONE;127,3Hz;Yes;Approximate;53,080000;21,560000;+1:00;145,67500000
48;Poland;Kadzidlo;KO03RF;SR5OK;;439,262500;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,230000;21,450000;+1:00;439,26250000
48;Poland;Ostroleka;KO03SB;SR5OS;;439,050000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;53,080000;21,560000;+1:00;439,05000000
48;Poland;Plock;JO92UN;SR5P;;145,725000;DUP-;0,600000;FM;TONE;127,3Hz;Yes;Approximate;52,540000;19,710000;+1:00;145,72500000
48;Poland;Plock;JO92UN;SR5PL;;439,125000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,540000;19,710000;+1:00;439,12500000
48;Poland;Pruszkow;KO02JD;SR5PR;;439,175000;DUP-;7,600000;FM;OFF;;Yes;Approximate;52,150000;20,810000;+1:00;439,17500000
48;Poland;Pruszkow;KO02JD;SR5R;;145,600000;DUP-;0,600000;FM;TONE;127,3Hz;Yes;Approximate;52,150000;20,810000;+1:00;145,60000000
48;Poland;Radom;KO01NI;SR5RA;;438,925000;DUP-;7,600000;FM;TONE;118,8Hz;Yes;Approximate;51,350000;21,090000;+1:00;438,92500000
48;Poland;Radom;KO01NJ;SR5RAD;;145,787500;DUP-;0,600000;FM;TONE;118,8Hz;Yes;Approximate;51,400000;21,110000;+1:00;145,78750000
48;Poland;KozlowiecPrzysucha;KO01GI;SR5RK;;438,750000;DUP-;7,600000;DV;TONE;118,8Hz;Yes;Approximate;51,350000;20,570000;+1:00;438,75000000
48;Poland;WarszawaMokotow;KO02ME;SR5RR;;439,275000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,170000;21,050000;+1:00;439,27500000
48;Poland;Siedlce;KO12DE;SR5S;;145,612500;DUP-;0,600000;FM;TONE;127,3Hz;Yes;Approximate;52,170000;22,270000;+1:00;145,61250000
48;Poland;Siedlce;KO12DE;SR5SE;;438,750000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,170000;22,270000;+1:00;438,75000000
48;Poland;WarszawaUrsus;KO02KE;SR5U;;145,775000;DUP-;0,600000;FM;OFF;;Yes;Approximate;52,190000;20,880000;+1:00;145,77500000
48;Poland;Ostroleka;KO03SB;SR5UOS;;438,912500;DUP-;7,600000;DV;OFF;;Yes;Approximate;53,080000;21,560000;+1:00;438,91250000
48;Poland;WarszawaUrsus;KO02KE;SR5UR;;439,300000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,190000;20,880000;+1:00;439,30000000
48;Poland;Radom;KO01NJ;SR5UVR B;SR5UVR G;438,525000;DUP-;7,600000;DV;OFF;;Yes;Approximate;51,400000;21,150000;+1:00;438,52500000
48;Poland;Rozan;KO02QV;SR5VW;;438,825000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;52,880000;21,400000;+1:00;438,82500000
48;Poland;WarszawaKaweczyn;KO02NG;SR5W;;145,750000;DUP-;0,600000;FM;TONE;127,3Hz;Yes;Approximate;52,260000;21,120000;+1:00;145,75000000
48;Poland;MosznaParcelaPruszkow;KO02IE;SR5WC;;438,600000;DUP-;7,600000;DV;OFF;;Yes;Approximate;52,170000;20,740000;+1:00;438,60000000
48;Poland;MosznaParcelaPruszkow;KO02IE;SR5WP;;438,625000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,170000;20,740000;+1:00;438,62500000
48;Poland;MosznaParcelaPruszkow;KO02IE;SR5WZ;;439,000000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,170000;20,740000;+1:00;439,00000000
48;Poland;Warszawa;KO02LG;SR5ZIP;;439,250000;DUP-;7,600000;FM;TONE;127,3Hz;Yes;Approximate;52,280000;20,940000;+1:00;439,25000000
48;Poland;Zuromin;JO93WB;SR5ZU;;438,700000;DUP-;7,600000;FM;TONE;88,5Hz;Yes;Approximate;53,060000;19,880000;+1:00;438,70000000
48;Poland;Wroclaw;JO81MC;SR6ACZ;;438,950000;DUP-;7,600000;FM;TONE;103,5Hz;Yes;Approximate;51,110000;17,060000;+1:00;438,95000000
48;Poland;Dzialoszyn;JO70LX;SR6B;;145,762500;DUP-;0,600000;FM;TONE;77,0Hz;Yes;Approximate;50,970000;14,940000;+1:00;145,76250000
48;Poland;Boleslawiec;JO71SG;SR6C;;439,250000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;51,260000;15,560000;+1:00;439,25000000
48;Poland;Dalachow;JO91GB;SR6DA;;439,137500;DUP-;7,600000;FM;OFF;;Yes;Approximate;51,070000;18,570000;+1:00;439,13750000
48;Poland;Krapkowice;JO80XL;SR6DKB;;438,262500;DUP-;7,600000;DV;OFF;;Yes;Approximate;50,480000;17,960000;+1:00;438,26250000
48;Poland;Strzelin;JO80NS;SR6DST;;145,687500;DUP-;0,600000;FM;TONE;123,0Hz;Yes;Approximate;50,770000;17,080000;+1:00;145,68750000
48;Poland;WielkaSowa;JO80FQ;SR6DWS B;SR6DWS G;438,462500;DUP-;7,600000;DV;OFF;;Yes;Approximate;50,680000;16,480000;+1:00;438,46250000
48;Poland;GoraSleza;JO80IU;SR6G;;145,625000;DUP-;0,600000;FM;TONE;94,8Hz;Yes;Approximate;50,860000;16,700000;+1:00;145,62500000
48;Poland;Glubczyce;JO80VE;SR6GL;;438,750000;DUP-;7,600000;FM;OFF;;Yes;Approximate;;;+1:00;438,75000000
48;Poland;GoraSzrenica;JO70ST;SR6J;;145,675000;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;50,790000;15,510000;+1:00;145,67500000
48;Poland;GoraKopa;JO70UR;SR6JG;;438,675000;DUP-;7,600000;FM;TONE;67,0Hz;Yes;Approximate;50,740000;15,720000;+1:00;438,67500000
48;Poland;Jugow;JO80GP;SR6K;;145,737500;DUP-;0,600000;FM;OFF;;Yes;Approximate;50,630000;16,530000;+1:00;145,73750000
48;Poland;WielkaSowa;JO80FQ;SR6LWS;;439,287500;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;50,680000;16,480000;+1:00;439,28750000
48;Poland;Zmigrod;JO81KL;SR6LZM;;438,600000;DUP-;7,600000;FM;TONE;103,5Hz;Yes;Approximate;51,470000;16,900000;+1:00;438,60000000
48;Poland;GoraSleza;JO80IU;SR6MA;;438,725000;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;50,860000;16,700000;+1:00;438,72500000
48;Poland;Wroclaw;JO81MD;SR6MRU;;439,300000;DUP-;7,600000;FM;OFF;;Yes;Approximate;51,140000;17,030000;+1:00;439,30000000
48;Poland;NowaRudaSlupiec;JO80GM;SR6NR;;439,425000;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;50,530000;16,560000;+1:00;439,42500000
48;Poland;Olawa;JO80PW;SR6OA;;438,875000;DUP-;7,600000;FM;TONE;123,0Hz;Yes;Approximate;50,940000;17,300000;+1:00;438,87500000
48;Poland;Olesno;JO90EV;SR6OO;;439,250000;DUP-;7,600000;DV;TONE;123,0Hz;Yes;Approximate;50,880000;18,410000;+1:00;439,25000000
48;Poland;Opole;JO80XQ;SR6OP;;439,325000;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;50,670000;17,950000;+1:00;439,32500000
48;Poland;Swidnica;JO80FU;SR6PS;;438,800000;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;50,840000;16,480000;+1:00;438,80000000
48;Poland;Wroclaw;JO81MC;SR6R;;145,600000;DUP-;0,600000;FM;TONE;103,5Hz;Yes;Approximate;51,100000;17,040000;+1:00;145,60000000
48;Poland;WielkaSowa;JO80FQ;SR6S;;145,787500;DUP-;0,600000;FM;TONE;94,8Hz;Yes;Approximate;50,680000;16,480000;+1:00;145,78750000
48;Poland;Boklow;JO80AV;SR6TT;;439,225000;DUP-;7,600000;DV;TONE;67,0Hz;Yes;Approximate;50,910000;16,010000;+1:00;439,22500000
48;Poland;KopaBiskupia;JO80RG;SR6UKB;;439,262500;DUP-;7,600000;DV;TONE;94,8Hz;Yes;Approximate;50,250000;17,420000;+1:00;439,26250000
48;Poland;PrzeleczKarkonoska;JO70TS;SR6UPK B;SR6UPK G;438,537500;DUP-;7,600000;DV;TONE;67,0Hz;Yes;Approximate;50,760000;15,630000;+1:00;438,53750000
48;Poland;ElektrowniaOpole;JO80WS;SR6UVO B;SR6UVO G;439,387500;DUP-;7,600000;DV;TONE;94,8Hz;Yes;Approximate;50,750000;17,880000;+1:00;439,38750000
48;Poland;Wroclaw;JO81MC;SR6UVW B;SR6UVW G;439,012500;DUP-;7,600000;DV;OFF;;Yes;Approximate;51,110000;17,060000;+1:00;439,01250000
48;Poland;Zmigrod;JO81KL;SR6UVX;;439,412500;DUP-;7,600000;DV;TONE;103,5Hz;Yes;Approximate;51,470000;16,900000;+1:00;439,41250000
48;Poland;Olawa;JO80PW;SR6UVY B;SR6UVY G;439,212500;DUP-;7,600000;DV;OFF;;Yes;Approximate;;;+1:00;439,21250000
48;Poland;Walbrzych;JO80DT;SR6W;;145,662500;DUP-;0,600000;FM;TONE;94,8Hz;Yes;Approximate;50,820000;16,270000;+1:00;145,66250000
48;Poland;Walbrzych;JO80DT;SR6WB;;439,362500;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;;;+1:00;439,36250000
48;Poland;Wroclaw;JO81LC;SR6WR;;438,850000;DUP-;7,600000;FM;TONE;103,5Hz;Yes;Approximate;51,110000;16,950000;+1:00;438,85000000
48;Poland;WielkaSowa;JO80FQ;SR6WS;;438,925000;DUP-;7,600000;FM;TONE;94,8Hz;Yes;Approximate;50,680000;16,480000;+1:00;438,92500000
48;Poland;GoraSwieradowiec;JO70PV;SR6Z;;145,637500;DUP-;0,600000;FM;TONE;67,0Hz;Yes;Approximate;50,880000;15,320000;+1:00;145,63750000
48;Poland;BuskoZdroj;KO00IL;SR7ABZ;;145,275000;DUP-;0,600000;FM;TONE;88,5Hz;Yes;Approximate;;;+1:00;145,27500000
48;Poland;BuskoZdroj;KO00IL;SR7DBZ;;438,562500;DUP-;7,600000;FM;OFF;;Yes;Approximate;;;+1:00;438,56250000
48;Poland;Belchatow;JO91PG;SR7E;;145,762500;DUP-;0,600000;FM;TONE;77,0Hz;Yes;Approximate;51,260000;19,320000;+1:00;145,76250000
48;Poland;BuskoZdroj;KO00JL;SR7KGO;;145,275000;DUP-;0,600000;FM;TONE;88,5Hz;Yes;Approximate;50,470000;20,750000;+1:00;145,27500000
